Using TensorFlow backend.
2018-01-30 18:48:11.773928: I C:\tf_jenkins\home\workspace\rel-win\M\windows\PY\36\tensorflow\core\platform\cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX
Reading TRAIN data...
Reading TEST data...
Train on 50000 samples, validate on 10000 samples
Epoch 1/50

Epoch 26/50

  256/50000 [..............................] - ETA: 2s - loss: 0.1236
 1536/50000 [..............................] - ETA: 2s - loss: 0.1300
 2816/50000 [>.............................] - ETA: 2s - loss: 0.1296
 4096/50000 [=>............................] - ETA: 1s - loss: 0.1302
 5376/50000 [==>...........................] - ETA: 1s - loss: 0.1309
 6656/50000 [==>...........................] - ETA: 1s - loss: 0.1305
 7936/50000 [===>..........................] - ETA: 1s - loss: 0.1308
 9216/50000 [====>.........................] - ETA: 1s - loss: 0.1307
10496/50000 [=====>........................] - ETA: 1s - loss: 0.1307
11776/50000 [======>.......................] - ETA: 1s - loss: 0.1307
13056/50000 [======>.......................] - ETA: 1s - loss: 0.1307
14336/50000 [=======>......................] - ETA: 1s - loss: 0.1307
15616/50000 [========>.....................] - ETA: 1s - loss: 0.1307
16896/50000 [=========>....................] - ETA: 1s - loss: 0.1306
18176/50000 [=========>....................] - ETA: 1s - loss: 0.1305
19456/50000 [==========>...................] - ETA: 1s - loss: 0.1305
20736/50000 [===========>..................] - ETA: 1s - loss: 0.1303
22016/50000 [============>.................] - ETA: 1s - loss: 0.1303
23296/50000 [============>.................] - ETA: 1s - loss: 0.1301
24576/50000 [=============>................] - ETA: 1s - loss: 0.1302
25856/50000 [==============>...............] - ETA: 1s - loss: 0.1303
27136/50000 [===============>..............] - ETA: 0s - loss: 0.1304
28416/50000 [================>.............] - ETA: 0s - loss: 0.1304
29696/50000 [================>.............] - ETA: 0s - loss: 0.1303
30976/50000 [=================>............] - ETA: 0s - loss: 0.1303
32256/50000 [==================>...........] - ETA: 0s - loss: 0.1304
33536/50000 [===================>..........] - ETA: 0s - loss: 0.1304
34816/50000 [===================>..........] - ETA: 0s - loss: 0.1305
36096/50000 [====================>.........] - ETA: 0s - loss: 0.1304
37376/50000 [=====================>........] - ETA: 0s - loss: 0.1303
38656/50000 [======================>.......] - ETA: 0s - loss: 0.1304
39936/50000 [======================>.......] - ETA: 0s - loss: 0.1303
41216/50000 [=======================>......] - ETA: 0s - loss: 0.1302
42496/50000 [========================>.....] - ETA: 0s - loss: 0.1302
43776/50000 [=========================>....] - ETA: 0s - loss: 0.1302
45056/50000 [==========================>...] - ETA: 0s - loss: 0.1301
46336/50000 [==========================>...] - ETA: 0s - loss: 0.1301
47616/50000 [===========================>..] - ETA: 0s - loss: 0.1301
48896/50000 [============================>.] - ETA: 0s - loss: 0.1300
50000/50000 [==============================] - 2s 48us/step - loss: 0.1300 - val_loss: 0.1277
Epoch 27/50

  256/50000 [..............................] - ETA: 2s - loss: 0.1314
 1536/50000 [..............................] - ETA: 2s - loss: 0.1287
 2816/50000 [>.............................] - ETA: 2s - loss: 0.1292
 4096/50000 [=>............................] - ETA: 1s - loss: 0.1287
 5376/50000 [==>...........................] - ETA: 1s - loss: 0.1287
 6656/50000 [==>...........................] - ETA: 1s - loss: 0.1284
 7936/50000 [===>..........................] - ETA: 1s - loss: 0.1286
 9216/50000 [====>.........................] - ETA: 1s - loss: 0.1286
10496/50000 [=====>........................] - ETA: 1s - loss: 0.1286
11776/50000 [======>.......................] - ETA: 1s - loss: 0.1288
13056/50000 [======>.......................] - ETA: 1s - loss: 0.1288
14336/50000 [=======>......................] - ETA: 1s - loss: 0.1288
15616/50000 [========>.....................] - ETA: 1s - loss: 0.1287
16896/50000 [=========>....................] - ETA: 1s - loss: 0.1286
18176/50000 [=========>....................] - ETA: 1s - loss: 0.1285
19456/50000 [==========>...................] - ETA: 1s - loss: 0.1285
20736/50000 [===========>..................] - ETA: 1s - loss: 0.1284
22016/50000 [============>.................] - ETA: 1s - loss: 0.1286
23296/50000 [============>.................] - ETA: 1s - loss: 0.1285
24576/50000 [=============>................] - ETA: 1s - loss: 0.1285
25856/50000 [==============>...............] - ETA: 1s - loss: 0.1284
27136/50000 [===============>..............] - ETA: 0s - loss: 0.1284
28416/50000 [================>.............] - ETA: 0s - loss: 0.1283
29696/50000 [================>.............] - ETA: 0s - loss: 0.1283
30976/50000 [=================>............] - ETA: 0s - loss: 0.1283
32256/50000 [==================>...........] - ETA: 0s - loss: 0.1283
33536/50000 [===================>..........] - ETA: 0s - loss: 0.1282
34816/50000 [===================>..........] - ETA: 0s - loss: 0.1282
36096/50000 [====================>.........] - ETA: 0s - loss: 0.1281
37376/50000 [=====================>........] - ETA: 0s - loss: 0.1281
38656/50000 [======================>.......] - ETA: 0s - loss: 0.1281
39936/50000 [======================>.......] - ETA: 0s - loss: 0.1281
41216/50000 [=======================>......] - ETA: 0s - loss: 0.1281
42496/50000 [========================>.....] - ETA: 0s - loss: 0.1281
43776/50000 [=========================>....] - ETA: 0s - loss: 0.1282
45056/50000 [==========================>...] - ETA: 0s - loss: 0.1281
46336/50000 [==========================>...] - ETA: 0s - loss: 0.1281
47616/50000 [===========================>..] - ETA: 0s - loss: 0.1280
48896/50000 [============================>.] - ETA: 0s - loss: 0.1280
50000/50000 [==============================] - 2s 48us/step - loss: 0.1280 - val_loss: 0.1257
Epoch 28/50

  256/50000 [..............................] - ETA: 2s - loss: 0.1267
 1536/50000 [..............................] - ETA: 2s - loss: 0.1285
 2816/50000 [>.............................] - ETA: 2s - loss: 0.1287
 4096/50000 [=>............................] - ETA: 1s - loss: 0.1282
 5376/50000 [==>...........................] - ETA: 1s - loss: 0.1276
 6656/50000 [==>...........................] - ETA: 1s - loss: 0.1275
 7936/50000 [===>..........................] - ETA: 1s - loss: 0.1273
 9216/50000 [====>.........................] - ETA: 1s - loss: 0.1272
10496/50000 [=====>........................] - ETA: 1s - loss: 0.1271
11776/50000 [======>.......................] - ETA: 1s - loss: 0.1271
13056/50000 [======>.......................] - ETA: 1s - loss: 0.1269
14336/50000 [=======>......................] - ETA: 1s - loss: 0.1269
15616/50000 [========>.....................] - ETA: 1s - loss: 0.1267
16896/50000 [=========>....................] - ETA: 1s - loss: 0.1266
18176/50000 [=========>....................] - ETA: 1s - loss: 0.1267
19456/50000 [==========>...................] - ETA: 1s - loss: 0.1267
20736/50000 [===========>..................] - ETA: 1s - loss: 0.1267
22016/50000 [============>.................] - ETA: 1s - loss: 0.1267
23296/50000 [============>.................] - ETA: 1s - loss: 0.1267
24576/50000 [=============>................] - ETA: 1s - loss: 0.1267
25856/50000 [==============>...............] - ETA: 1s - loss: 0.1267
27136/50000 [===============>..............] - ETA: 1s - loss: 0.1266
28416/50000 [================>.............] - ETA: 0s - loss: 0.1266
29696/50000 [================>.............] - ETA: 0s - loss: 0.1266
30976/50000 [=================>............] - ETA: 0s - loss: 0.1266
32256/50000 [==================>...........] - ETA: 0s - loss: 0.1266
33536/50000 [===================>..........] - ETA: 0s - loss: 0.1265
34816/50000 [===================>..........] - ETA: 0s - loss: 0.1265
36096/50000 [====================>.........] - ETA: 0s - loss: 0.1265
37376/50000 [=====================>........] - ETA: 0s - loss: 0.1265
38656/50000 [======================>.......] - ETA: 0s - loss: 0.1265
39936/50000 [======================>.......] - ETA: 0s - loss: 0.1264
41216/50000 [=======================>......] - ETA: 0s - loss: 0.1264
42496/50000 [========================>.....] - ETA: 0s - loss: 0.1263
43776/50000 [=========================>....] - ETA: 0s - loss: 0.1263
45056/50000 [==========================>...] - ETA: 0s - loss: 0.1263
46336/50000 [==========================>...] - ETA: 0s - loss: 0.1262
47616/50000 [===========================>..] - ETA: 0s - loss: 0.1262
48896/50000 [============================>.] - ETA: 0s - loss: 0.1262
50000/50000 [==============================] - 2s 49us/step - loss: 0.1261 - val_loss: 0.1239
Epoch 29/50

  256/50000 [..............................] - ETA: 2s - loss: 0.1259
 1536/50000 [..............................] - ETA: 2s - loss: 0.1255
 2816/50000 [>.............................] - ETA: 2s - loss: 0.1255
 4096/50000 [=>............................] - ETA: 1s - loss: 0.1257
 5376/50000 [==>...........................] - ETA: 1s - loss: 0.1252
 6656/50000 [==>...........................] - ETA: 1s - loss: 0.1251
 7936/50000 [===>..........................] - ETA: 1s - loss: 0.1253
 9216/50000 [====>.........................] - ETA: 1s - loss: 0.1252
10496/50000 [=====>........................] - ETA: 1s - loss: 0.1252
11776/50000 [======>.......................] - ETA: 1s - loss: 0.1250
13056/50000 [======>.......................] - ETA: 1s - loss: 0.1249
14336/50000 [=======>......................] - ETA: 1s - loss: 0.1248
15616/50000 [========>.....................] - ETA: 1s - loss: 0.1248
16896/50000 [=========>....................] - ETA: 1s - loss: 0.1248
18176/50000 [=========>....................] - ETA: 1s - loss: 0.1248
19456/50000 [==========>...................] - ETA: 1s - loss: 0.1248
20736/50000 [===========>..................] - ETA: 1s - loss: 0.1248
22016/50000 [============>.................] - ETA: 1s - loss: 0.1248
23296/50000 [============>.................] - ETA: 1s - loss: 0.1248
24576/50000 [=============>................] - ETA: 1s - loss: 0.1247
25856/50000 [==============>...............] - ETA: 1s - loss: 0.1246
27136/50000 [===============>..............] - ETA: 0s - loss: 0.1246
28416/50000 [================>.............] - ETA: 0s - loss: 0.1245
29696/50000 [================>.............] - ETA: 0s - loss: 0.1245
30976/50000 [=================>............] - ETA: 0s - loss: 0.1245
32256/50000 [==================>...........] - ETA: 0s - loss: 0.1245
33536/50000 [===================>..........] - ETA: 0s - loss: 0.1245
34816/50000 [===================>..........] - ETA: 0s - loss: 0.1244
36096/50000 [====================>.........] - ETA: 0s - loss: 0.1244
37376/50000 [=====================>........] - ETA: 0s - loss: 0.1243
38656/50000 [======================>.......] - ETA: 0s - loss: 0.1242
39936/50000 [======================>.......] - ETA: 0s - loss: 0.1242
41216/50000 [=======================>......] - ETA: 0s - loss: 0.1242
42496/50000 [========================>.....] - ETA: 0s - loss: 0.1242
43776/50000 [=========================>....] - ETA: 0s - loss: 0.1242
45056/50000 [==========================>...] - ETA: 0s - loss: 0.1242
46336/50000 [==========================>...] - ETA: 0s - loss: 0.1242
47616/50000 [===========================>..] - ETA: 0s - loss: 0.1242
48896/50000 [============================>.] - ETA: 0s - loss: 0.1242
50000/50000 [==============================] - 2s 50us/step - loss: 0.1242 - val_loss: 0.1219
Epoch 30/50

  256/50000 [..............................] - ETA: 4s - loss: 0.1240
 1024/50000 [..............................] - ETA: 4s - loss: 0.1261
 1536/50000 [..............................] - ETA: 4s - loss: 0.1244
 2304/50000 [>.............................] - ETA: 4s - loss: 0.1245
 2816/50000 [>.............................] - ETA: 4s - loss: 0.1244
 3328/50000 [>.............................] - ETA: 4s - loss: 0.1242
 3840/50000 [=>............................] - ETA: 4s - loss: 0.1239
 4352/50000 [=>............................] - ETA: 4s - loss: 0.1240
 5120/50000 [==>...........................] - ETA: 4s - loss: 0.1236
 5888/50000 [==>...........................] - ETA: 4s - loss: 0.1236
 6400/50000 [==>...........................] - ETA: 4s - loss: 0.1237
 6912/50000 [===>..........................] - ETA: 4s - loss: 0.1235
 7680/50000 [===>..........................] - ETA: 4s - loss: 0.1233
 8192/50000 [===>..........................] - ETA: 4s - loss: 0.1236
 8960/50000 [====>.........................] - ETA: 4s - loss: 0.1235
 9472/50000 [====>.........................] - ETA: 3s - loss: 0.1235
 9984/50000 [====>.........................] - ETA: 3s - loss: 0.1235
10752/50000 [=====>........................] - ETA: 3s - loss: 0.1236
11264/50000 [=====>........................] - ETA: 3s - loss: 0.1236
12032/50000 [======>.......................] - ETA: 3s - loss: 0.1234
12800/50000 [======>.......................] - ETA: 3s - loss: 0.1234
13568/50000 [=======>......................] - ETA: 3s - loss: 0.1233
14080/50000 [=======>......................] - ETA: 3s - loss: 0.1233
14848/50000 [=======>......................] - ETA: 3s - loss: 0.1232
15616/50000 [========>.....................] - ETA: 3s - loss: 0.1232
16128/50000 [========>.....................] - ETA: 3s - loss: 0.1231
16896/50000 [=========>....................] - ETA: 3s - loss: 0.1230
17664/50000 [=========>....................] - ETA: 3s - loss: 0.1230
18432/50000 [==========>...................] - ETA: 3s - loss: 0.1230
18944/50000 [==========>...................] - ETA: 3s - loss: 0.1230
19456/50000 [==========>...................] - ETA: 3s - loss: 0.1230
20224/50000 [===========>..................] - ETA: 2s - loss: 0.1229
20736/50000 [===========>..................] - ETA: 2s - loss: 0.1229
21504/50000 [===========>..................] - ETA: 2s - loss: 0.1229
22016/50000 [============>.................] - ETA: 2s - loss: 0.1229
22528/50000 [============>.................] - ETA: 2s - loss: 0.1228
23040/50000 [============>.................] - ETA: 2s - loss: 0.1228
23808/50000 [=============>................] - ETA: 2s - loss: 0.1229
24576/50000 [=============>................] - ETA: 2s - loss: 0.1229
25088/50000 [==============>...............] - ETA: 2s - loss: 0.1229
25600/50000 [==============>...............] - ETA: 2s - loss: 0.1229
26368/50000 [==============>...............] - ETA: 2s - loss: 0.1229
27136/50000 [===============>..............] - ETA: 2s - loss: 0.1229
27648/50000 [===============>..............] - ETA: 2s - loss: 0.1229
28160/50000 [===============>..............] - ETA: 2s - loss: 0.1228
28928/50000 [================>.............] - ETA: 2s - loss: 0.1228
29696/50000 [================>.............] - ETA: 1s - loss: 0.1228
30208/50000 [=================>............] - ETA: 1s - loss: 0.1228
30976/50000 [=================>............] - ETA: 1s - loss: 0.1228
31488/50000 [=================>............] - ETA: 1s - loss: 0.1228
32256/50000 [==================>...........] - ETA: 1s - loss: 0.1228
33024/50000 [==================>...........] - ETA: 1s - loss: 0.1228
33536/50000 [===================>..........] - ETA: 1s - loss: 0.1228
34304/50000 [===================>..........] - ETA: 1s - loss: 0.1228
35072/50000 [====================>.........] - ETA: 1s - loss: 0.1227
35584/50000 [====================>.........] - ETA: 1s - loss: 0.1227
36096/50000 [====================>.........] - ETA: 1s - loss: 0.1227
36608/50000 [====================>.........] - ETA: 1s - loss: 0.1227
37120/50000 [=====================>........] - ETA: 1s - loss: 0.1227
37632/50000 [=====================>........] - ETA: 1s - loss: 0.1227
38144/50000 [=====================>........] - ETA: 1s - loss: 0.1227
38912/50000 [======================>.......] - ETA: 1s - loss: 0.1227
39680/50000 [======================>.......] - ETA: 1s - loss: 0.1226
40448/50000 [=======================>......] - ETA: 0s - loss: 0.1226
40960/50000 [=======================>......] - ETA: 0s - loss: 0.1226
41728/50000 [========================>.....] - ETA: 0s - loss: 0.1226
42496/50000 [========================>.....] - ETA: 0s - loss: 0.1225
43264/50000 [========================>.....] - ETA: 0s - loss: 0.1225
44032/50000 [=========================>....] - ETA: 0s - loss: 0.1225
44544/50000 [=========================>....] - ETA: 0s - loss: 0.1225
45312/50000 [==========================>...] - ETA: 0s - loss: 0.1225
45824/50000 [==========================>...] - ETA: 0s - loss: 0.1225
46336/50000 [==========================>...] - ETA: 0s - loss: 0.1225
47104/50000 [===========================>..] - ETA: 0s - loss: 0.1224
47872/50000 [===========================>..] - ETA: 0s - loss: 0.1224
48384/50000 [============================>.] - ETA: 0s - loss: 0.1224
49152/50000 [============================>.] - ETA: 0s - loss: 0.1224
49664/50000 [============================>.] - ETA: 0s - loss: 0.1224
50000/50000 [==============================] - 6s 111us/step - loss: 0.1224 - val_loss: 0.1202
Epoch 31/50

  256/50000 [..............................] - ETA: 4s - loss: 0.1196
 1024/50000 [..............................] - ETA: 4s - loss: 0.1213
 1536/50000 [..............................] - ETA: 4s - loss: 0.1217
 2304/50000 [>.............................] - ETA: 4s - loss: 0.1214
 2816/50000 [>.............................] - ETA: 4s - loss: 0.1212
 3328/50000 [>.............................] - ETA: 4s - loss: 0.1212
 3840/50000 [=>............................] - ETA: 4s - loss: 0.1216
 4608/50000 [=>............................] - ETA: 4s - loss: 0.1215
 5376/50000 [==>...........................] - ETA: 4s - loss: 0.1216
 5888/50000 [==>...........................] - ETA: 4s - loss: 0.1217
 6400/50000 [==>...........................] - ETA: 4s - loss: 0.1217
 7168/50000 [===>..........................] - ETA: 4s - loss: 0.1217
 7936/50000 [===>..........................] - ETA: 4s - loss: 0.1217
 8448/50000 [====>.........................] - ETA: 4s - loss: 0.1217
 8960/50000 [====>.........................] - ETA: 4s - loss: 0.1217
 9472/50000 [====>.........................] - ETA: 4s - loss: 0.1218
 9984/50000 [====>.........................] - ETA: 4s - loss: 0.1219
10496/50000 [=====>........................] - ETA: 4s - loss: 0.1217
11264/50000 [=====>........................] - ETA: 3s - loss: 0.1216
12032/50000 [======>.......................] - ETA: 3s - loss: 0.1214
13056/50000 [======>.......................] - ETA: 3s - loss: 0.1215
14080/50000 [=======>......................] - ETA: 3s - loss: 0.1215
15104/50000 [========>.....................] - ETA: 3s - loss: 0.1214
16128/50000 [========>.....................] - ETA: 3s - loss: 0.1215
16640/50000 [========>.....................] - ETA: 2s - loss: 0.1216
17152/50000 [=========>....................] - ETA: 2s - loss: 0.1215
17664/50000 [=========>....................] - ETA: 2s - loss: 0.1215
18432/50000 [==========>...................] - ETA: 2s - loss: 0.1214
18944/50000 [==========>...................] - ETA: 2s - loss: 0.1214
19456/50000 [==========>...................] - ETA: 2s - loss: 0.1214
20224/50000 [===========>..................] - ETA: 2s - loss: 0.1213
20992/50000 [===========>..................] - ETA: 2s - loss: 0.1213
21760/50000 [============>.................] - ETA: 2s - loss: 0.1214
22528/50000 [============>.................] - ETA: 2s - loss: 0.1214
23296/50000 [============>.................] - ETA: 2s - loss: 0.1214
23808/50000 [=============>................] - ETA: 2s - loss: 0.1213
24320/50000 [=============>................] - ETA: 2s - loss: 0.1212
24832/50000 [=============>................] - ETA: 2s - loss: 0.1212
25344/50000 [==============>...............] - ETA: 2s - loss: 0.1212
26112/50000 [==============>...............] - ETA: 2s - loss: 0.1212
26624/50000 [==============>...............] - ETA: 2s - loss: 0.1212
27392/50000 [===============>..............] - ETA: 2s - loss: 0.1211
28160/50000 [===============>..............] - ETA: 2s - loss: 0.1211
28672/50000 [================>.............] - ETA: 1s - loss: 0.1211
29184/50000 [================>.............] - ETA: 1s - loss: 0.1211
29696/50000 [================>.............] - ETA: 1s - loss: 0.1211
30208/50000 [=================>............] - ETA: 1s - loss: 0.1210
30976/50000 [=================>............] - ETA: 1s - loss: 0.1210
31744/50000 [==================>...........] - ETA: 1s - loss: 0.1211
32256/50000 [==================>...........] - ETA: 1s - loss: 0.1210
33024/50000 [==================>...........] - ETA: 1s - loss: 0.1210
33792/50000 [===================>..........] - ETA: 1s - loss: 0.1210
34304/50000 [===================>..........] - ETA: 1s - loss: 0.1210
34816/50000 [===================>..........] - ETA: 1s - loss: 0.1210
35584/50000 [====================>.........] - ETA: 1s - loss: 0.1210
36096/50000 [====================>.........] - ETA: 1s - loss: 0.1209
36608/50000 [====================>.........] - ETA: 1s - loss: 0.1209
37120/50000 [=====================>........] - ETA: 1s - loss: 0.1208
37632/50000 [=====================>........] - ETA: 1s - loss: 0.1208
38400/50000 [======================>.......] - ETA: 1s - loss: 0.1208
38912/50000 [======================>.......] - ETA: 1s - loss: 0.1208
39424/50000 [======================>.......] - ETA: 1s - loss: 0.1208
39936/50000 [======================>.......] - ETA: 0s - loss: 0.1207
40448/50000 [=======================>......] - ETA: 0s - loss: 0.1208
41216/50000 [=======================>......] - ETA: 0s - loss: 0.1208
41728/50000 [========================>.....] - ETA: 0s - loss: 0.1208
42496/50000 [========================>.....] - ETA: 0s - loss: 0.1208
43008/50000 [========================>.....] - ETA: 0s - loss: 0.1208
43520/50000 [=========================>....] - ETA: 0s - loss: 0.1208
44288/50000 [=========================>....] - ETA: 0s - loss: 0.1208
44800/50000 [=========================>....] - ETA: 0s - loss: 0.1208
45568/50000 [==========================>...] - ETA: 0s - loss: 0.1208
46080/50000 [==========================>...] - ETA: 0s - loss: 0.1208
46848/50000 [===========================>..] - ETA: 0s - loss: 0.1208
47616/50000 [===========================>..] - ETA: 0s - loss: 0.1208
48128/50000 [===========================>..] - ETA: 0s - loss: 0.1207
48640/50000 [============================>.] - ETA: 0s - loss: 0.1207
49408/50000 [============================>.] - ETA: 0s - loss: 0.1207
50000/50000 [==============================] - 5s 108us/step - loss: 0.1207 - val_loss: 0.1185
Epoch 32/50

  256/50000 [..............................] - ETA: 6s - loss: 0.1259
 1024/50000 [..............................] - ETA: 4s - loss: 0.1217
 1536/50000 [..............................] - ETA: 4s - loss: 0.1214
 2048/50000 [>.............................] - ETA: 4s - loss: 0.1208
 2816/50000 [>.............................] - ETA: 4s - loss: 0.1209
 3328/50000 [>.............................] - ETA: 4s - loss: 0.1207
 3840/50000 [=>............................] - ETA: 4s - loss: 0.1203
 4608/50000 [=>............................] - ETA: 4s - loss: 0.1202
 5120/50000 [==>...........................] - ETA: 4s - loss: 0.1199
 5888/50000 [==>...........................] - ETA: 4s - loss: 0.1199
 6656/50000 [==>...........................] - ETA: 4s - loss: 0.1204
 7168/50000 [===>..........................] - ETA: 4s - loss: 0.1202
 7936/50000 [===>..........................] - ETA: 4s - loss: 0.1202
 8448/50000 [====>.........................] - ETA: 4s - loss: 0.1203
 9216/50000 [====>.........................] - ETA: 4s - loss: 0.1203
 9728/50000 [====>.........................] - ETA: 4s - loss: 0.1201
10496/50000 [=====>........................] - ETA: 3s - loss: 0.1202
11008/50000 [=====>........................] - ETA: 3s - loss: 0.1203
11776/50000 [======>.......................] - ETA: 3s - loss: 0.1202
12288/50000 [======>.......................] - ETA: 3s - loss: 0.1203
12800/50000 [======>.......................] - ETA: 3s - loss: 0.1204
13568/50000 [=======>......................] - ETA: 3s - loss: 0.1203
14080/50000 [=======>......................] - ETA: 3s - loss: 0.1202
14848/50000 [=======>......................] - ETA: 3s - loss: 0.1201
15616/50000 [========>.....................] - ETA: 3s - loss: 0.1201
16384/50000 [========>.....................] - ETA: 3s - loss: 0.1202
16896/50000 [=========>....................] - ETA: 3s - loss: 0.1201
17664/50000 [=========>....................] - ETA: 3s - loss: 0.1201
18176/50000 [=========>....................] - ETA: 3s - loss: 0.1201
18688/50000 [==========>...................] - ETA: 3s - loss: 0.1201
19456/50000 [==========>...................] - ETA: 3s - loss: 0.1200
20224/50000 [===========>..................] - ETA: 2s - loss: 0.1199
20992/50000 [===========>..................] - ETA: 2s - loss: 0.1199
21504/50000 [===========>..................] - ETA: 2s - loss: 0.1198
22272/50000 [============>.................] - ETA: 2s - loss: 0.1197
23040/50000 [============>.................] - ETA: 2s - loss: 0.1197
23808/50000 [=============>................] - ETA: 2s - loss: 0.1197
24576/50000 [=============>................] - ETA: 2s - loss: 0.1197
25344/50000 [==============>...............] - ETA: 2s - loss: 0.1197
26112/50000 [==============>...............] - ETA: 2s - loss: 0.1197
26624/50000 [==============>...............] - ETA: 2s - loss: 0.1196
27392/50000 [===============>..............] - ETA: 2s - loss: 0.1196
28160/50000 [===============>..............] - ETA: 2s - loss: 0.1195
28928/50000 [================>.............] - ETA: 2s - loss: 0.1195
29952/50000 [================>.............] - ETA: 1s - loss: 0.1194
30976/50000 [=================>............] - ETA: 1s - loss: 0.1194
32000/50000 [==================>...........] - ETA: 1s - loss: 0.1194
33024/50000 [==================>...........] - ETA: 1s - loss: 0.1194
33792/50000 [===================>..........] - ETA: 1s - loss: 0.1194
34560/50000 [===================>..........] - ETA: 1s - loss: 0.1194
35328/50000 [====================>.........] - ETA: 1s - loss: 0.1193
35840/50000 [====================>.........] - ETA: 1s - loss: 0.1193
36352/50000 [====================>.........] - ETA: 1s - loss: 0.1193
36864/50000 [=====================>........] - ETA: 1s - loss: 0.1193
37632/50000 [=====================>........] - ETA: 1s - loss: 0.1192
38144/50000 [=====================>........] - ETA: 1s - loss: 0.1192
38656/50000 [======================>.......] - ETA: 1s - loss: 0.1192
39168/50000 [======================>.......] - ETA: 1s - loss: 0.1192
39680/50000 [======================>.......] - ETA: 0s - loss: 0.1192
40192/50000 [=======================>......] - ETA: 0s - loss: 0.1192
40960/50000 [=======================>......] - ETA: 0s - loss: 0.1193
41728/50000 [========================>.....] - ETA: 0s - loss: 0.1193
42240/50000 [========================>.....] - ETA: 0s - loss: 0.1192
43008/50000 [========================>.....] - ETA: 0s - loss: 0.1192
43520/50000 [=========================>....] - ETA: 0s - loss: 0.1192
44288/50000 [=========================>....] - ETA: 0s - loss: 0.1192
45056/50000 [==========================>...] - ETA: 0s - loss: 0.1192
45568/50000 [==========================>...] - ETA: 0s - loss: 0.1191
46080/50000 [==========================>...] - ETA: 0s - loss: 0.1191
46848/50000 [===========================>..] - ETA: 0s - loss: 0.1191
47360/50000 [===========================>..] - ETA: 0s - loss: 0.1191
47872/50000 [===========================>..] - ETA: 0s - loss: 0.1191
48384/50000 [============================>.] - ETA: 0s - loss: 0.1191
49152/50000 [============================>.] - ETA: 0s - loss: 0.1191
49920/50000 [============================>.] - ETA: 0s - loss: 0.1190
50000/50000 [==============================] - 5s 106us/step - loss: 0.1191 - val_loss: 0.1169
Epoch 33/50

  256/50000 [..............................] - ETA: 9s - loss: 0.1178
  768/50000 [..............................] - ETA: 6s - loss: 0.1173
 1536/50000 [..............................] - ETA: 5s - loss: 0.1170
 2304/50000 [>.............................] - ETA: 5s - loss: 0.1171
 2816/50000 [>.............................] - ETA: 5s - loss: 0.1168
 3584/50000 [=>............................] - ETA: 4s - loss: 0.1169
 4352/50000 [=>............................] - ETA: 4s - loss: 0.1172
 4864/50000 [=>............................] - ETA: 4s - loss: 0.1175
 5632/50000 [==>...........................] - ETA: 4s - loss: 0.1174
 6400/50000 [==>...........................] - ETA: 4s - loss: 0.1177
 6912/50000 [===>..........................] - ETA: 4s - loss: 0.1175
 7424/50000 [===>..........................] - ETA: 4s - loss: 0.1177
 7936/50000 [===>..........................] - ETA: 4s - loss: 0.1178
 8704/50000 [====>.........................] - ETA: 4s - loss: 0.1176
 9216/50000 [====>.........................] - ETA: 4s - loss: 0.1177
 9984/50000 [====>.........................] - ETA: 4s - loss: 0.1178
10752/50000 [=====>........................] - ETA: 4s - loss: 0.1179
11264/50000 [=====>........................] - ETA: 3s - loss: 0.1178
11776/50000 [======>.......................] - ETA: 3s - loss: 0.1178
12288/50000 [======>.......................] - ETA: 3s - loss: 0.1179
12800/50000 [======>.......................] - ETA: 3s - loss: 0.1180
13312/50000 [======>.......................] - ETA: 3s - loss: 0.1180
13824/50000 [=======>......................] - ETA: 3s - loss: 0.1180
14592/50000 [=======>......................] - ETA: 3s - loss: 0.1182
15104/50000 [========>.....................] - ETA: 3s - loss: 0.1182
15872/50000 [========>.....................] - ETA: 3s - loss: 0.1182
16384/50000 [========>.....................] - ETA: 3s - loss: 0.1183
16896/50000 [=========>....................] - ETA: 3s - loss: 0.1182
17664/50000 [=========>....................] - ETA: 3s - loss: 0.1182
18176/50000 [=========>....................] - ETA: 3s - loss: 0.1183
18688/50000 [==========>...................] - ETA: 3s - loss: 0.1182
19456/50000 [==========>...................] - ETA: 3s - loss: 0.1182
20224/50000 [===========>..................] - ETA: 3s - loss: 0.1182
20992/50000 [===========>..................] - ETA: 2s - loss: 0.1182
21760/50000 [============>.................] - ETA: 2s - loss: 0.1182
22528/50000 [============>.................] - ETA: 2s - loss: 0.1182
23296/50000 [============>.................] - ETA: 2s - loss: 0.1182
23808/50000 [=============>................] - ETA: 2s - loss: 0.1182
24576/50000 [=============>................] - ETA: 2s - loss: 0.1182
25088/50000 [==============>...............] - ETA: 2s - loss: 0.1182
25856/50000 [==============>...............] - ETA: 2s - loss: 0.1182
26368/50000 [==============>...............] - ETA: 2s - loss: 0.1181
27136/50000 [===============>..............] - ETA: 2s - loss: 0.1181
27648/50000 [===============>..............] - ETA: 2s - loss: 0.1181
28416/50000 [================>.............] - ETA: 2s - loss: 0.1181
28928/50000 [================>.............] - ETA: 2s - loss: 0.1180
29696/50000 [================>.............] - ETA: 2s - loss: 0.1181
30464/50000 [=================>............] - ETA: 1s - loss: 0.1180
